# channel,epoch_s,temperature
temperature,1700000218.250,2.02978
temperature,1700000218.500,2.20903
temperature,1700000218.750,2.11423
temperature,1700000219.000,2.12511
temperature,1700000219.250,2.08109
temperature,1700000219.500,2.02404
temperature,1700000219.750,2.09790
temperature,1700000220.000,2.08584
temperature,1700000220.250,2.13741
temperature,1700000220.500,2.14717
temperature,1700000220.750,2.14005
temperature,1700000221.000,2.15115
temperature,1700000221.250,2.19186
temperature,1700000221.500,2.12110
temperature,1700000221.750,2.15651
temperature,1700000222.000,2.12618
temperature,1700000222.250,2.00643
temperature,1700000222.500,2.09365
temperature,1700000222.750,2.05794
temperature,1700000223.000,2.11284
temperature,1700000223.250,2.06167
temperature,1700000223.500,2.13145
temperature,1700000223.750,2.15017
temperature,1700000224.000,2.16125
temperature,1700000224.250,2.18199
temperature,1700000224.500,2.01718
temperature,1700000224.750,2.04099
temperature,1700000225.000,2.24728
temperature,1700000225.250,2.15133
temperature,1700000225.500,2.11204
temperature,1700000225.750,2.10238
temperature,1700000226.000,2.09790
temperature,1700000226.250,2.00402
temperature,1700000226.500,2.06205
temperature,1700000226.750,2.09504
temperature,1700000227.000,2.06481
temperature,1700000227.250,2.07132
temperature,1700000227.500,2.22848
temperature,1700000227.750,2.08794
temperature,1700000228.000,2.11440
temperature,1700000228.250,2.11259
temperature,1700000228.500,2.12991
temperature,1700000228.750,2.07655
temperature,1700000229.000,2.16274
temperature,1700000229.250,2.12255
temperature,1700000229.500,2.03599
temperature,1700000229.750,2.09496
temperature,1700000230.000,2.09171
temperature,1700000230.250,2.08939
temperature,1700000230.500,2.12574
temperature,1700000230.750,2.13200
temperature,1700000231.000,2.12608
temperature,1700000231.250,2.11718
temperature,1700000231.500,2.10450
temperature,1700000231.750,1.99265
temperature,1700000232.000,2.13909
temperature,1700000232.250,2.12460
temperature,1700000232.500,2.05093
temperature,1700000232.750,2.11419
temperature,1700000233.000,2.13255
temperature,1700000233.250,2.15870
temperature,1700000233.500,2.12565
temperature,1700000233.750,2.11620
temperature,1700000234.000,2.14745
temperature,1700000234.250,2.08478
temperature,1700000234.500,2.12070
temperature,1700000234.750,2.06904
temperature,1700000235.000,2.15560
temperature,1700000235.250,2.01960
temperature,1700000235.500,2.14091
temperature,1700000235.750,2.10096
temperature,1700000236.000,2.14833
temperature,1700000236.250,2.06103
temperature,1700000236.500,2.10456
temperature,1700000236.750,2.10308
temperature,1700000237.000,2.12174
temperature,1700000237.250,2.04767
temperature,1700000237.500,2.13185
temperature,1700000237.750,2.00774
temperature,1700000238.000,2.06664
temperature,1700000238.250,2.02190
temperature,1700000238.500,2.14144
temperature,1700000238.750,2.12003
temperature,1700000239.000,2.12283
temperature,1700000239.250,2.17368
temperature,1700000239.500,2.08422
temperature,1700000239.750,2.13050
temperature,1700000240.000,2.10334
temperature,1700000240.250,2.09573
temperature,1700000240.500,2.16538
temperature,1700000240.750,2.20414
temperature,1700000241.000,2.07848
temperature,1700000241.250,2.14175
temperature,1700000241.500,2.11602
temperature,1700000241.750,2.11663
temperature,1700000242.000,2.11244
temperature,1700000242.250,-0.91656
temperature,1700000242.500,1.92085
temperature,1700000242.750,2.17685
temperature,1700000243.000,2.06539
temperature,1700000243.250,2.08806
temperature,1700000243.500,2.08913
temperature,1700000243.750,2.06097
temperature,1700000244.000,2.11219
temperature,1700000244.250,2.09798
temperature,1700000244.500,2.06439
temperature,1700000244.750,2.10770
temperature,1700000245.000,2.09860
temperature,1700000245.250,2.14667
temperature,1700000245.500,2.03329
temperature,1700000245.750,2.06006
temperature,1700000246.000,2.13663
temperature,1700000246.250,2.06841
temperature,1700000246.500,2.05526
temperature,1700000246.750,2.07096
temperature,1700000247.000,2.09547
temperature,1700000247.250,2.09570
temperature,1700000247.500,2.09011
temperature,1700000247.750,2.04923
temperature,1700000248.000,2.13938
temperature,1700000248.250,2.16709
temperature,1700000248.500,2.00532
temperature,1700000248.750,2.02324
temperature,1700000249.000,2.15113
temperature,1700000249.250,2.17956
temperature,1700000249.500,1.99470
temperature,1700000249.750,2.14203
temperature,1700000250.000,2.18325
temperature,1700000250.250,2.05834
temperature,1700000250.500,2.18056
temperature,1700000250.750,2.09280
temperature,1700000251.000,2.11757
temperature,1700000251.250,2.06601
temperature,1700000251.500,2.15218
temperature,1700000251.750,2.14401
temperature,1700000252.000,2.18869
temperature,1700000252.250,2.17467
temperature,1700000252.500,2.10237
temperature,1700000252.750,2.25845
temperature,1700000253.000,2.17079
temperature,1700000253.250,2.13051
temperature,1700000253.500,2.05387
temperature,1700000253.750,2.02748
temperature,1700000254.000,2.03201
temperature,1700000254.250,2.05786
temperature,1700000254.500,2.17372
temperature,1700000254.750,2.12953
temperature,1700000255.000,2.07485
temperature,1700000255.250,2.09908
temperature,1700000255.500,2.09337
temperature,1700000255.750,2.14666
temperature,1700000256.000,2.06313
temperature,1700000256.250,2.12500
temperature,1700000256.500,2.12298
temperature,1700000256.750,2.06602
temperature,1700000257.000,2.18837
temperature,1700000257.250,2.09472
temperature,1700000257.500,2.06042
temperature,1700000257.750,2.15328
temperature,1700000258.000,2.11397
temperature,1700000258.250,2.13230
temperature,1700000258.500,2.05331
temperature,1700000258.750,2.15385
temperature,1700000259.000,2.22257
temperature,1700000259.250,2.05155
temperature,1700000259.500,2.13318
temperature,1700000259.750,2.07701
temperature,1700000260.000,2.25159
temperature,1700000260.250,2.17995
temperature,1700000260.500,2.13297
temperature,1700000260.750,2.05839
temperature,1700000261.000,2.07144
temperature,1700000261.250,2.15904
temperature,1700000261.500,2.05462
temperature,1700000261.750,2.05724
temperature,1700000262.000,2.12531
temperature,1700000262.250,2.13265
temperature,1700000262.500,2.14611
temperature,1700000262.750,2.10630
temperature,1700000263.000,2.17548
temperature,1700000263.250,2.08761
temperature,1700000263.500,2.16328
temperature,1700000263.750,2.14393
temperature,1700000264.000,2.16456
temperature,1700000264.250,2.19496
temperature,1700000264.500,2.11445
temperature,1700000264.750,2.10554
temperature,1700000265.000,2.05557
temperature,1700000265.250,2.04046
temperature,1700000265.500,2.13404
temperature,1700000265.750,2.13892
temperature,1700000266.000,2.09146
temperature,1700000266.250,2.10370
temperature,1700000266.500,2.22492
temperature,1700000266.750,2.19405
temperature,1700000267.000,2.08869
temperature,1700000267.250,2.13118
temperature,1700000267.500,2.17512
temperature,1700000267.750,2.12502
temperature,1700000268.000,2.11744
temperature,1700000268.250,2.14248
temperature,1700000268.500,2.21545
temperature,1700000268.750,2.22149
temperature,1700000269.000,2.12715
temperature,1700000269.250,2.18843
temperature,1700000269.500,2.16656
temperature,1700000269.750,2.11792
temperature,1700000270.000,2.15490
temperature,1700000270.250,2.10795
temperature,1700000270.500,2.23070
temperature,1700000270.750,2.25152
temperature,1700000271.000,2.15468
temperature,1700000271.250,2.14404
temperature,1700000271.500,2.23047
temperature,1700000271.750,2.23975
temperature,1700000272.000,2.12439
temperature,1700000272.250,2.17382
temperature,1700000272.500,2.17935
temperature,1700000272.750,2.14478
temperature,1700000273.000,2.20358
temperature,1700000273.250,2.15020
temperature,1700000273.500,2.15904
temperature,1700000273.750,2.18178
temperature,1700000274.000,2.11313
temperature,1700000274.250,2.08544
temperature,1700000274.500,2.23478
temperature,1700000274.750,2.15240
temperature,1700000275.000,2.29664
temperature,1700000275.250,2.28889
temperature,1700000275.500,2.16532
temperature,1700000275.750,2.30787
temperature,1700000276.000,2.23799
temperature,1700000276.250,2.15897
temperature,1700000276.500,2.06220
temperature,1700000276.750,2.22569
temperature,1700000277.000,2.19276
temperature,1700000277.250,2.21260
temperature,1700000277.500,2.17936
temperature,1700000277.750,2.13331
temperature,1700000278.000,2.16877
temperature,1700000278.250,2.22501
temperature,1700000278.500,2.17145
temperature,1700000278.750,-0.82943
temperature,1700000279.000,2.11197
temperature,1700000279.250,2.19179
temperature,1700000279.500,2.13086
temperature,1700000279.750,2.23154
temperature,1700000280.000,2.14801
temperature,1700000280.250,2.16898
temperature,1700000280.500,2.29095
temperature,1700000280.750,2.16635
temperature,1700000281.000,2.15854
temperature,1700000281.250,2.20868
temperature,1700000281.500,2.08892
temperature,1700000281.750,2.23947
temperature,1700000282.000,2.22533
temperature,1700000282.250,2.20052
temperature,1700000282.500,2.00407
temperature,1700000282.750,2.15855
temperature,1700000283.000,2.10644
temperature,1700000283.250,2.22482
temperature,1700000283.500,2.21976
temperature,1700000283.750,2.18502
temperature,1700000284.000,2.10394
temperature,1700000284.250,2.23726
temperature,1700000284.500,2.14788
temperature,1700000284.750,2.24969
temperature,1700000285.000,2.17112
temperature,1700000285.250,2.18161
temperature,1700000285.500,2.13167
temperature,1700000285.750,2.22346
temperature,1700000286.000,2.18195
temperature,1700000286.250,2.22210
temperature,1700000286.500,2.15727
temperature,1700000286.750,2.14448
temperature,1700000287.000,2.17505
temperature,1700000287.250,2.21589
temperature,1700000287.500,2.19309
temperature,1700000287.750,2.14767
temperature,1700000288.000,2.04642
temperature,1700000288.250,2.17835
temperature,1700000288.500,2.06447
temperature,1700000288.750,2.13675
temperature,1700000289.000,2.12783
temperature,1700000289.250,2.06138
temperature,1700000289.500,2.14957
temperature,1700000289.750,2.23737
temperature,1700000290.000,2.11276
temperature,1700000290.250,2.16545
temperature,1700000290.500,2.24374
temperature,1700000290.750,2.16791
temperature,1700000291.000,2.09141
temperature,1700000291.250,2.13439
temperature,1700000291.500,2.14551
temperature,1700000291.750,2.19213
temperature,1700000292.000,2.18014
temperature,1700000292.250,1.97997
temperature,1700000292.500,2.07472
temperature,1700000292.750,2.11312
temperature,1700000293.000,2.06499
temperature,1700000293.250,1.92991
temperature,1700000293.500,2.07783
temperature,1700000293.750,2.11316
temperature,1700000294.000,2.08634
temperature,1700000294.250,2.06204
temperature,1700000294.500,2.11328
temperature,1700000294.750,2.12771
temperature,1700000295.000,2.08651
temperature,1700000295.250,2.17793
temperature,1700000295.500,2.11167
temperature,1700000295.750,2.06467
temperature,1700000296.000,2.05151
temperature,1700000296.250,2.09660
temperature,1700000296.500,2.16246
temperature,1700000296.750,2.06517
temperature,1700000297.000,2.13573
temperature,1700000297.250,2.11027
temperature,1700000297.500,2.20483
temperature,1700000297.750,2.12434
temperature,1700000298.000,2.06958
temperature,1700000298.250,2.14100
temperature,1700000298.500,5.14239
temperature,1700000298.750,2.08376
temperature,1700000299.000,2.04515
temperature,1700000299.250,5.12991
temperature,1700000299.500,2.10606
temperature,1700000299.750,2.02684
temperature,1700000300.000,2.11520
temperature,1700000300.250,2.07090
temperature,1700000300.500,2.02727
temperature,1700000300.750,2.08578
temperature,1700000301.000,2.16791
temperature,1700000301.250,2.16457
temperature,1700000301.500,2.15196
temperature,1700000301.750,2.11857
temperature,1700000302.000,2.13544
temperature,1700000302.250,2.11117
temperature,1700000302.500,2.05163
temperature,1700000302.750,2.06232
temperature,1700000303.000,2.07801
temperature,1700000303.250,2.17928
temperature,1700000303.500,2.16396
temperature,1700000303.750,2.05714
temperature,1700000304.000,2.11489
temperature,1700000304.250,2.09328
temperature,1700000304.500,2.10694
temperature,1700000304.750,2.08929
temperature,1700000305.000,2.18789
temperature,1700000305.250,2.11830
temperature,1700000305.500,2.13183
temperature,1700000305.750,2.13415
temperature,1700000306.000,2.07362
temperature,1700000306.250,2.13267
temperature,1700000306.500,2.18276
temperature,1700000306.750,2.20587
temperature,1700000307.000,2.07763
temperature,1700000307.250,2.06209
temperature,1700000307.500,2.14434
temperature,1700000307.750,2.20014
temperature,1700000308.000,2.16636
temperature,1700000308.250,2.18635
temperature,1700000308.500,2.08855
temperature,1700000308.750,2.13247
temperature,1700000309.000,2.05609
temperature,1700000309.250,2.16390
temperature,1700000309.500,2.06828
temperature,1700000309.750,2.24895
temperature,1700000310.000,2.26624
temperature,1700000310.250,2.20209
temperature,1700000310.500,2.12639
temperature,1700000310.750,2.22818
temperature,1700000311.000,2.31016
temperature,1700000311.250,2.24924
temperature,1700000311.500,2.29342
temperature,1700000311.750,2.21911
temperature,1700000312.000,2.20951
temperature,1700000312.250,2.25973
temperature,1700000312.500,2.17767
temperature,1700000312.750,2.39849
temperature,1700000313.000,2.30411
temperature,1700000313.250,2.35287
temperature,1700000313.500,2.29946
temperature,1700000313.750,2.25897
temperature,1700000314.000,2.42163
temperature,1700000314.250,2.30896
temperature,1700000314.500,2.39807
temperature,1700000314.750,2.41890
temperature,1700000315.000,2.41720
temperature,1700000315.250,2.39169
temperature,1700000315.500,2.44151
temperature,1700000315.750,2.42024
temperature,1700000316.000,2.52762
temperature,1700000316.250,2.53582
temperature,1700000316.500,2.52693
temperature,1700000316.750,2.52100
temperature,1700000317.000,2.67686
temperature,1700000317.250,2.52913
temperature,1700000317.500,2.54038
temperature,1700000317.750,2.63753
temperature,1700000318.000,2.65336
temperature,1700000318.250,2.74639
temperature,1700000318.500,2.74965
temperature,1700000318.750,2.74522
temperature,1700000319.000,2.79571
temperature,1700000319.250,2.82227
temperature,1700000319.500,2.93130
temperature,1700000319.750,2.86722
temperature,1700000320.000,2.84936
temperature,1700000320.250,2.92260
temperature,1700000320.500,2.81136
temperature,1700000320.750,2.97061
temperature,1700000321.000,3.05713
temperature,1700000321.250,3.06306
temperature,1700000321.500,3.07855
temperature,1700000321.750,3.12690
temperature,1700000322.000,3.18052
temperature,1700000322.250,3.22758
temperature,1700000322.500,3.20965
temperature,1700000322.750,3.20238
temperature,1700000323.000,3.13330
temperature,1700000323.250,3.32851
temperature,1700000323.500,3.33576
temperature,1700000323.750,3.34775
temperature,1700000324.000,3.33549
temperature,1700000324.250,3.44751
temperature,1700000324.500,3.41530
temperature,1700000324.750,3.45483
temperature,1700000325.000,3.48155
temperature,1700000325.250,3.53401
temperature,1700000325.500,3.48055
temperature,1700000325.750,3.59182
temperature,1700000326.000,3.55254
temperature,1700000326.250,3.57831
temperature,1700000326.500,3.67996
temperature,1700000326.750,3.60806
temperature,1700000327.000,3.72307
temperature,1700000327.250,3.70398
temperature,1700000327.500,3.63538
temperature,1700000327.750,3.80373
temperature,1700000328.000,3.76752
temperature,1700000328.250,3.78696
temperature,1700000328.500,3.83158
temperature,1700000328.750,3.86882
temperature,1700000329.000,3.81519
temperature,1700000329.250,3.84591
temperature,1700000329.500,3.84211
temperature,1700000329.750,3.81348
temperature,1700000330.000,3.75709
temperature,1700000330.250,3.85119
temperature,1700000330.500,3.91212
temperature,1700000330.750,3.87359
temperature,1700000331.000,3.79083
temperature,1700000331.250,3.89739
temperature,1700000331.500,3.82389
temperature,1700000331.750,3.73015
temperature,1700000332.000,3.87960
temperature,1700000332.250,3.77396
temperature,1700000332.500,3.90139
temperature,1700000332.750,3.85948
temperature,1700000333.000,3.77908
temperature,1700000333.250,3.80049
temperature,1700000333.500,3.88448
temperature,1700000333.750,3.79779
temperature,1700000334.000,3.74298
temperature,1700000334.250,3.85764
temperature,1700000334.500,3.70004
temperature,1700000334.750,3.70313
temperature,1700000335.000,3.60608
temperature,1700000335.250,3.54701
temperature,1700000335.500,3.59328
temperature,1700000335.750,3.58562
temperature,1700000336.000,3.57537
temperature,1700000336.250,3.46235
temperature,1700000336.500,3.54008
temperature,1700000336.750,3.43858
temperature,1700000337.000,3.48299
temperature,1700000337.250,3.47120
temperature,1700000337.500,3.37610
temperature,1700000337.750,3.31868
temperature,1700000338.000,3.41467
temperature,1700000338.250,3.35144
temperature,1700000338.500,3.28544
temperature,1700000338.750,3.32111
temperature,1700000339.000,3.22156
temperature,1700000339.250,3.15598
temperature,1700000339.500,3.10649
temperature,1700000339.750,3.12077
temperature,1700000340.000,3.13439
temperature,1700000340.250,3.13505
temperature,1700000340.500,3.03664
temperature,1700000340.750,3.06623
temperature,1700000341.000,2.96520
temperature,1700000341.250,2.90747
temperature,1700000341.500,2.85218
temperature,1700000341.750,2.86348
temperature,1700000342.000,2.79706
temperature,1700000342.250,2.93308
temperature,1700000342.500,2.82713
temperature,1700000342.750,2.77343
temperature,1700000343.000,2.83786
temperature,1700000343.250,2.66072
temperature,1700000343.500,2.69359
temperature,1700000343.750,2.77561
temperature,1700000344.000,2.64419
temperature,1700000344.250,2.75009
temperature,1700000344.500,2.64400
temperature,1700000344.750,2.64760
temperature,1700000345.000,2.62726
temperature,1700000345.250,2.53943
temperature,1700000345.500,2.49442
temperature,1700000345.750,2.49318
temperature,1700000346.000,2.43036
temperature,1700000346.250,2.45780
temperature,1700000346.500,2.44291
temperature,1700000346.750,2.51026
temperature,1700000347.000,2.43876
temperature,1700000347.250,2.51114
temperature,1700000347.500,2.26957
temperature,1700000347.750,2.30184
temperature,1700000348.000,2.33066
temperature,1700000348.250,2.40938
temperature,1700000348.500,2.31618
temperature,1700000348.750,2.23574
temperature,1700000349.000,2.28489
temperature,1700000349.250,2.22583
temperature,1700000349.500,2.20512
temperature,1700000349.750,2.36434
temperature,1700000350.000,2.23691
temperature,1700000350.250,2.25372
temperature,1700000350.500,2.23146
temperature,1700000350.750,2.21503
temperature,1700000351.000,2.17751
temperature,1700000351.250,2.19636
temperature,1700000351.500,2.22152
temperature,1700000351.750,2.26874
temperature,1700000352.000,2.23872
temperature,1700000352.250,2.12428
temperature,1700000352.500,2.22890
temperature,1700000352.750,2.19781
temperature,1700000353.000,2.13769
temperature,1700000353.250,2.17322
temperature,1700000353.500,2.18821
temperature,1700000353.750,2.15770
temperature,1700000354.000,2.17538
temperature,1700000354.250,2.10449
temperature,1700000354.500,2.24378
temperature,1700000354.750,2.04440
temperature,1700000355.000,2.16670
temperature,1700000355.250,2.15329
temperature,1700000355.500,2.16443
temperature,1700000355.750,2.09438
temperature,1700000356.000,2.18594
temperature,1700000356.250,2.11993
temperature,1700000356.500,2.06401
temperature,1700000356.750,2.06672
temperature,1700000357.000,2.12597
temperature,1700000357.250,2.03830
temperature,1700000357.500,2.20667
temperature,1700000357.750,2.16771
temperature,1700000358.000,2.20534
temperature,1700000358.250,2.19889
temperature,1700000358.500,2.09414
temperature,1700000358.750,2.06726
temperature,1700000359.000,1.97592
temperature,1700000359.250,2.08864
temperature,1700000359.500,2.19645
temperature,1700000359.750,2.06605
temperature,1700000360.000,2.10062
temperature,1700000360.250,2.08445
temperature,1700000360.500,2.13208
temperature,1700000360.750,2.17889
temperature,1700000361.000,2.03898
temperature,1700000361.250,2.05002
temperature,1700000361.500,2.19333
temperature,1700000361.750,2.15737
temperature,1700000362.000,2.10961
temperature,1700000362.250,2.20994
temperature,1700000362.500,2.05849
temperature,1700000362.750,2.17564
temperature,1700000363.000,2.12818
temperature,1700000363.250,2.16462
temperature,1700000363.500,2.01784
temperature,1700000363.750,2.12728
temperature,1700000364.000,2.18050
temperature,1700000364.250,2.14409
temperature,1700000364.500,2.21387
temperature,1700000364.750,2.21631
temperature,1700000365.000,2.11170
temperature,1700000365.250,2.20554
temperature,1700000365.500,2.11974
temperature,1700000365.750,2.17744
temperature,1700000366.000,2.21326
temperature,1700000366.250,2.14478
temperature,1700000366.500,2.23238
temperature,1700000366.750,2.17466
temperature,1700000367.000,2.17821
temperature,1700000367.250,2.25035
temperature,1700000367.500,2.18146
temperature,1700000367.750,2.18766
temperature,1700000368.000,2.29330
temperature,1700000368.250,2.25645
temperature,1700000368.500,2.18866
temperature,1700000368.750,5.31506
temperature,1700000369.000,2.26346
temperature,1700000369.250,2.22578
temperature,1700000369.500,2.18334
temperature,1700000369.750,2.36732
temperature,1700000370.000,2.29329
temperature,1700000370.250,2.28894
temperature,1700000370.500,2.39868
temperature,1700000370.750,2.42334
temperature,1700000371.000,2.36080
temperature,1700000371.250,2.46369
temperature,1700000371.500,2.53951
temperature,1700000371.750,2.52365
temperature,1700000372.000,2.53627
temperature,1700000372.250,2.51370
temperature,1700000372.500,2.49796
temperature,1700000372.750,2.54041
temperature,1700000373.000,2.58921
temperature,1700000373.250,2.52920
temperature,1700000373.500,2.57944
temperature,1700000373.750,2.57330
temperature,1700000374.000,2.68419
temperature,1700000374.250,2.70528
temperature,1700000374.500,2.69816
temperature,1700000374.750,2.80246
temperature,1700000375.000,2.74080
temperature,1700000375.250,2.79111
temperature,1700000375.500,2.89815
temperature,1700000375.750,2.94005
temperature,1700000376.000,2.88925
temperature,1700000376.250,2.97699
temperature,1700000376.500,2.96372
temperature,1700000376.750,3.03097
temperature,1700000377.000,3.08708
temperature,1700000377.250,3.14782
temperature,1700000377.500,3.17641
temperature,1700000377.750,3.21573
temperature,1700000378.000,3.19045
temperature,1700000378.250,3.30682
temperature,1700000378.500,3.35869
temperature,1700000378.750,3.40996
temperature,1700000379.000,3.38453
temperature,1700000379.250,3.51183
temperature,1700000379.500,3.44625
temperature,1700000379.750,3.53709
temperature,1700000380.000,3.59177
temperature,1700000380.250,3.58968
temperature,1700000380.500,3.68580
temperature,1700000380.750,3.75916
temperature,1700000381.000,3.70469
temperature,1700000381.250,3.82422
temperature,1700000381.500,3.80452
temperature,1700000381.750,4.04194
temperature,1700000382.000,3.99826
temperature,1700000382.250,4.04149
temperature,1700000382.500,4.09407
temperature,1700000382.750,4.15958
temperature,1700000383.000,4.22469
temperature,1700000383.250,4.14349
temperature,1700000383.500,4.33245
temperature,1700000383.750,4.37380
temperature,1700000384.000,4.35196
temperature,1700000384.250,4.39225
temperature,1700000384.500,7.28500
temperature,1700000384.750,4.41886
temperature,1700000385.000,4.54680
temperature,1700000385.250,4.61949
temperature,1700000385.500,4.63323
temperature,1700000385.750,4.62898
temperature,1700000386.000,4.76360
temperature,1700000386.250,4.75062
temperature,1700000386.500,4.71214
temperature,1700000386.750,4.87077
temperature,1700000387.000,4.73498
temperature,1700000387.250,4.74256
temperature,1700000387.500,4.81963
temperature,1700000387.750,4.82541
temperature,1700000388.000,4.86582
temperature,1700000388.250,4.94272
temperature,1700000388.500,4.91783
temperature,1700000388.750,4.93378
temperature,1700000389.000,4.94969
temperature,1700000389.250,4.84158
temperature,1700000389.500,4.88972
temperature,1700000389.750,4.95233
temperature,1700000390.000,4.93338
temperature,1700000390.250,4.96567
temperature,1700000390.500,5.04700
temperature,1700000390.750,4.97041
temperature,1700000391.000,4.90315
temperature,1700000391.250,4.92255
temperature,1700000391.500,5.03851
temperature,1700000391.750,5.01823
temperature,1700000392.000,1.95789
temperature,1700000392.250,4.83436
temperature,1700000392.500,4.91015
temperature,1700000392.750,4.89430
temperature,1700000393.000,4.85471
temperature,1700000393.250,4.80131
temperature,1700000393.500,4.78618
temperature,1700000393.750,4.74499
temperature,1700000394.000,4.69062
temperature,1700000394.250,4.78536
temperature,1700000394.500,4.72872
temperature,1700000394.750,4.63633
temperature,1700000395.000,4.63266
temperature,1700000395.250,4.59758
temperature,1700000395.500,4.65693
temperature,1700000395.750,4.54383
temperature,1700000396.000,4.50117
temperature,1700000396.250,4.41944
temperature,1700000396.500,4.35291
temperature,1700000396.750,4.39991
temperature,1700000397.000,4.31867
temperature,1700000397.250,4.19908
temperature,1700000397.500,4.21707
temperature,1700000397.750,4.18946
temperature,1700000398.000,3.99549
temperature,1700000398.250,4.00642
temperature,1700000398.500,4.02258
temperature,1700000398.750,3.85985
temperature,1700000399.000,3.81920
temperature,1700000399.250,3.84532
temperature,1700000399.500,3.83471
temperature,1700000399.750,3.78836
temperature,1700000400.000,3.79203
temperature,1700000400.250,3.66866
temperature,1700000400.500,3.59780
temperature,1700000400.750,3.50327
temperature,1700000401.000,3.50200
temperature,1700000401.250,3.50964
temperature,1700000401.500,3.46543
temperature,1700000401.750,3.39511
temperature,1700000402.000,3.36393
temperature,1700000402.250,3.35574
temperature,1700000402.500,3.25173
temperature,1700000402.750,3.27312
temperature,1700000403.000,3.12599
temperature,1700000403.250,3.11705
temperature,1700000403.500,3.05590
temperature,1700000403.750,3.07969
temperature,1700000404.000,2.95035
temperature,1700000404.250,2.94693
temperature,1700000404.500,2.83292
temperature,1700000404.750,2.91947
temperature,1700000405.000,2.91692
temperature,1700000405.250,2.86594
temperature,1700000405.500,2.82784
temperature,1700000405.750,2.79700
temperature,1700000406.000,2.75883
temperature,1700000406.250,2.72439
temperature,1700000406.500,2.69845
temperature,1700000406.750,2.60355
temperature,1700000407.000,2.59915
temperature,1700000407.250,2.58648
temperature,1700000407.500,2.54097
temperature,1700000407.750,2.45519
temperature,1700000408.000,2.44846
temperature,1700000408.250,2.49935
temperature,1700000408.500,2.51171
temperature,1700000408.750,2.44635
temperature,1700000409.000,2.56448
temperature,1700000409.250,2.36146
temperature,1700000409.500,2.41176
temperature,1700000409.750,2.43696
temperature,1700000410.000,2.40937
temperature,1700000410.250,2.37331
temperature,1700000410.500,2.37930
temperature,1700000410.750,2.31451
temperature,1700000411.000,2.38156
temperature,1700000411.250,-0.65007
temperature,1700000411.500,2.23118
temperature,1700000411.750,2.27853
temperature,1700000412.000,2.17436
temperature,1700000412.250,2.31768
temperature,1700000412.500,2.24324
temperature,1700000412.750,2.29044
temperature,1700000413.000,2.20904
temperature,1700000413.250,5.11369
temperature,1700000413.500,2.33085
temperature,1700000413.750,2.19847
temperature,1700000414.000,2.13527
temperature,1700000414.250,2.23635
temperature,1700000414.500,2.27502
temperature,1700000414.750,2.15766
temperature,1700000415.000,2.15772
temperature,1700000415.250,2.16981
temperature,1700000415.500,2.09792
temperature,1700000415.750,2.11479
temperature,1700000416.000,2.23455
temperature,1700000416.250,2.13525
temperature,1700000416.500,2.09664
temperature,1700000416.750,2.11281
temperature,1700000417.000,2.18617
temperature,1700000417.250,2.03106
temperature,1700000417.500,2.14011
temperature,1700000417.750,2.24820
temperature,1700000418.000,2.22452
temperature,1700000418.250,2.14967
temperature,1700000418.500,2.18503
temperature,1700000418.750,2.18288
temperature,1700000419.000,2.10971
temperature,1700000419.250,2.16083
temperature,1700000419.500,2.20272
temperature,1700000419.750,2.04891
temperature,1700000420.000,2.13983
temperature,1700000420.250,2.13010
temperature,1700000420.500,2.11830
temperature,1700000420.750,2.11507
temperature,1700000421.000,2.12723
temperature,1700000421.250,2.13283
temperature,1700000421.500,2.17449
temperature,1700000421.750,2.14402
temperature,1700000422.000,2.11306
temperature,1700000422.250,2.08184
temperature,1700000422.500,2.10225
temperature,1700000422.750,2.14110
temperature,1700000423.000,2.09508
temperature,1700000423.250,2.18018
temperature,1700000423.500,2.15707
temperature,1700000423.750,2.19560
temperature,1700000424.000,2.10954
temperature,1700000424.250,2.10320
temperature,1700000424.500,2.20503
temperature,1700000424.750,2.15843
temperature,1700000425.000,2.14575
temperature,1700000425.250,2.19500
temperature,1700000425.500,2.19759
temperature,1700000425.750,2.10644
temperature,1700000426.000,2.24346
temperature,1700000426.250,2.15900
temperature,1700000426.500,2.27012
temperature,1700000426.750,2.12435
temperature,1700000427.000,2.21314
temperature,1700000427.250,2.19457
temperature,1700000427.500,2.11201
temperature,1700000427.750,2.25097
temperature,1700000428.000,2.12952
temperature,1700000428.250,2.21917
temperature,1700000428.500,2.29740
temperature,1700000428.750,2.22451
temperature,1700000429.000,2.21507
temperature,1700000429.250,2.30993
temperature,1700000429.500,2.26752
temperature,1700000429.750,2.27026
temperature,1700000430.000,2.36522
temperature,1700000430.250,2.25451
temperature,1700000430.500,2.30174
temperature,1700000430.750,2.38036
temperature,1700000431.000,2.28820
temperature,1700000431.250,2.45179
temperature,1700000431.500,2.36586
temperature,1700000431.750,2.43458
temperature,1700000432.000,2.44907
temperature,1700000432.250,5.41289
temperature,1700000432.500,2.41206
temperature,1700000432.750,2.44981
temperature,1700000433.000,2.50397
temperature,1700000433.250,2.43583
temperature,1700000433.500,2.44221
temperature,1700000433.750,2.59422
temperature,1700000434.000,2.50129
temperature,1700000434.250,2.57413
temperature,1700000434.500,2.56507
temperature,1700000434.750,2.58639
temperature,1700000435.000,2.68521
temperature,1700000435.250,2.62915
temperature,1700000435.500,2.63555
temperature,1700000435.750,2.66013
temperature,1700000436.000,2.66890
temperature,1700000436.250,2.68121
