# channel,epoch_s,x_m,y_m,z_m
nav,1700000133.200,-33.094,-32.123,-1450.070
nav,1700000133.300,-34.027,-31.873,-1449.342
nav,1700000133.400,-33.063,-30.881,-1449.119
nav,1700000133.500,-33.154,-32.159,-1449.644
nav,1700000133.600,-33.219,-31.417,-1449.742
nav,1700000133.700,-32.472,-31.657,-1449.106
nav,1700000133.800,-32.315,-32.057,-1449.257
nav,1700000133.900,-31.716,-32.160,-1450.053
nav,1700000134.000,-31.902,-31.819,-1450.779
nav,1700000134.100,-32.571,-32.444,-1450.627
nav,1700000134.200,-31.922,-31.683,-1450.274
nav,1700000134.300,-31.302,-32.612,-1450.465
nav,1700000134.400,-30.906,-31.703,-1450.641
nav,1700000134.500,-30.919,-30.901,-1450.332
nav,1700000134.600,-31.147,-32.087,-1450.322
nav,1700000134.700,-30.676,-32.016,-1451.135
nav,1700000134.800,-30.881,-32.075,-1450.540
nav,1700000134.900,-30.483,-32.089,-1450.472
nav,1700000135.000,-29.555,-32.050,-1450.348
nav,1700000135.100,-30.071,-31.714,-1450.404
nav,1700000135.200,-29.167,-31.643,-1450.342
nav,1700000135.300,-29.449,-31.878,-1450.150
nav,1700000135.400,-29.526,-32.314,-1450.636
nav,1700000135.500,-28.792,-32.412,-1450.809
nav,1700000135.600,-28.847,-33.108,-1450.926
nav,1700000135.700,-28.679,-32.080,-1450.154
nav,1700000135.800,-29.008,-32.412,-1452.213
nav,1700000135.900,-28.440,-32.198,-1451.207
nav,1700000136.000,-27.446,-31.570,-1450.958
nav,1700000136.100,-27.985,-31.487,-1451.052
nav,1700000136.200,-28.009,-32.858,-1451.308
nav,1700000136.300,-27.023,-30.862,-1451.101
nav,1700000136.400,-27.583,-32.592,-1450.901
nav,1700000136.500,-27.882,-31.725,-1450.814
nav,1700000136.600,-26.582,-32.110,-1450.985
nav,1700000136.700,-26.515,-32.389,-1450.388
nav,1700000136.800,-26.576,-31.612,-1452.568
nav,1700000136.900,-25.562,-31.266,-1451.389
nav,1700000137.000,-25.721,-31.721,-1451.771
nav,1700000137.100,-25.526,-32.404,-1451.799
nav,1700000137.200,-25.037,-31.513,-1451.893
nav,1700000137.300,-25.767,-32.323,-1451.219
nav,1700000137.400,-25.700,-31.822,-1451.258
nav,1700000137.500,-25.044,-31.495,-1451.829
nav,1700000137.600,-24.907,-32.489,-1451.214
nav,1700000137.700,-24.983,-31.825,-1451.803
nav,1700000137.800,-24.926,-32.305,-1451.122
nav,1700000137.900,-24.099,-32.505,-1451.706
nav,1700000138.000,-24.073,-30.273,-1451.762
nav,1700000138.100,-23.990,-31.290,-1452.871
nav,1700000138.200,-23.553,-31.003,-1452.054
nav,1700000138.300,-24.267,-32.198,-1451.314
nav,1700000138.400,-23.012,-32.419,-1452.430
nav,1700000138.500,-23.280,-31.819,-1451.464
nav,1700000138.600,-22.274,-31.772,-1452.845
nav,1700000138.700,-23.264,-31.733,-1452.897
nav,1700000138.800,-22.513,-31.848,-1452.839
nav,1700000138.900,-22.712,-32.047,-1452.064
nav,1700000139.000,-21.469,-31.696,-1452.325
nav,1700000139.100,-22.173,-32.535,-1452.663
nav,1700000139.200,-21.395,-31.832,-1453.504
nav,1700000139.300,-21.793,-31.398,-1452.460
nav,1700000139.400,-21.909,-30.822,-1452.560
nav,1700000139.500,-20.808,-31.800,-1452.776
nav,1700000139.600,-21.164,-30.939,-1452.136
nav,1700000139.700,-20.189,-31.712,-1453.185
nav,1700000139.800,-19.761,-32.422,-1452.588
nav,1700000139.900,-21.020,-33.020,-1452.617
nav,1700000140.000,-20.405,-32.995,-1452.552
nav,1700000140.100,-18.740,-31.305,-1452.997
nav,1700000140.200,-19.596,-31.556,-1452.353
nav,1700000140.300,-19.572,-31.983,-1452.810
nav,1700000140.400,-18.923,-32.067,-1453.067
nav,1700000140.500,-18.310,-31.395,-1452.814
nav,1700000140.600,-17.940,-32.193,-1452.287
nav,1700000140.700,-18.329,-30.364,-1453.741
nav,1700000140.800,-18.745,-31.791,-1452.993
nav,1700000140.900,-17.225,-32.334,-1452.785
nav,1700000141.000,-17.419,-31.648,-1453.764
nav,1700000141.100,-17.096,-31.385,-1453.030
nav,1700000141.200,-17.498,-31.887,-1453.416
nav,1700000141.300,-17.080,-31.984,-1453.847
nav,1700000141.400,-17.724,-32.376,-1453.358
nav,1700000141.500,-17.013,-31.892,-1453.265
nav,1700000141.600,-17.114,-31.267,-1453.696
nav,1700000141.700,-16.817,-31.759,-1454.527
nav,1700000141.800,-16.795,-31.509,-1454.524
nav,1700000141.900,-15.641,-31.244,-1453.886
nav,1700000142.000,-15.854,-31.440,-1453.981
nav,1700000142.100,-15.366,-32.336,-1454.033
nav,1700000142.200,-16.000,-31.829,-1453.262
nav,1700000142.300,-15.492,-32.636,-1454.429
nav,1700000142.400,-15.003,-31.078,-1453.737
nav,1700000142.500,-15.193,-31.617,-1454.100
nav,1700000142.600,-14.989,-32.479,-1453.323
nav,1700000142.700,-15.870,-31.601,-1454.305
nav,1700000142.800,-14.605,-31.154,-1454.477
nav,1700000142.900,-14.540,-32.065,-1453.960
nav,1700000143.000,-14.221,-32.787,-1454.646
nav,1700000143.100,-13.159,-31.963,-1454.034
nav,1700000143.200,-13.731,-32.330,-1453.468
nav,1700000143.300,-13.494,-32.222,-1453.805
nav,1700000143.400,-13.561,-32.297,-1454.395
nav,1700000143.500,-13.000,-31.870,-1453.401
nav,1700000143.600,-12.632,-33.189,-1454.330
nav,1700000143.700,-12.581,-31.978,-1454.417
nav,1700000143.800,-12.414,-32.026,-1454.280
nav,1700000143.900,-12.471,-32.474,-1453.121
nav,1700000144.000,-12.358,-31.950,-1455.428
nav,1700000144.100,-11.742,-32.467,-1454.948
nav,1700000144.200,-11.077,-31.764,-1454.489
nav,1700000144.300,-12.286,-31.082,-1455.416
nav,1700000144.400,-10.436,-31.489,-1454.578
nav,1700000144.500,-11.427,-31.924,-1455.149
nav,1700000144.600,-10.785,-32.125,-1455.980
nav,1700000144.700,-10.039,-32.041,-1455.250
nav,1700000144.800,-10.680,-31.821,-1455.501
nav,1700000144.900,-11.328,-31.796,-1454.842
nav,1700000145.000,-10.100,-32.574,-1455.104
nav,1700000145.100,-10.532,-32.514,-1455.570
nav,1700000145.200,-9.178,-32.181,-1455.466
nav,1700000145.300,-8.423,-31.824,-1455.119
nav,1700000145.400,-9.385,-32.298,-1456.429
nav,1700000145.500,-8.516,-31.776,-1455.472
nav,1700000145.600,-8.869,-31.632,-1456.207
nav,1700000145.700,-8.895,-32.568,-1454.591
nav,1700000145.800,-7.962,-33.101,-1456.280
nav,1700000145.900,-8.266,-32.236,-1456.232
nav,1700000146.000,-7.028,-31.844,-1455.380
nav,1700000146.100,-8.146,-31.639,-1455.854
nav,1700000146.200,-7.742,-31.694,-1456.526
nav,1700000146.300,-6.601,-31.909,-1455.118
nav,1700000146.400,-7.738,-32.462,-1456.386
nav,1700000146.500,-6.875,-31.967,-1456.084
nav,1700000146.600,-7.307,-32.633,-1455.923
nav,1700000146.700,-6.833,-32.343,-1455.173
nav,1700000146.800,-6.441,-31.365,-1456.260
nav,1700000146.900,-6.078,-32.028,-1456.889
nav,1700000147.000,-5.286,-32.068,-1455.714
nav,1700000147.100,-6.176,-32.082,-1456.568
nav,1700000147.200,-4.982,-31.844,-1455.998
nav,1700000147.300,-4.721,-31.422,-1455.846
nav,1700000147.400,-5.911,-32.348,-1456.777
nav,1700000147.500,-4.636,-31.915,-1457.018
nav,1700000147.600,-4.894,-32.747,-1456.396
nav,1700000147.700,-5.428,-31.736,-1456.228
nav,1700000147.800,-3.446,-31.576,-1456.675
nav,1700000147.900,-3.791,-32.699,-1456.992
nav,1700000148.000,-3.833,-33.079,-1456.576
nav,1700000148.100,-4.310,-31.949,-1457.144
nav,1700000148.200,-3.388,-31.990,-1455.952
nav,1700000148.300,-3.397,-32.384,-1456.823
nav,1700000148.400,-3.872,-31.797,-1456.451
nav,1700000148.500,-1.765,-32.311,-1456.927
nav,1700000148.600,-3.088,-31.894,-1456.650
nav,1700000148.700,-2.627,-31.457,-1457.196
nav,1700000148.800,-1.907,-31.731,-1456.941
nav,1700000148.900,-2.357,-30.787,-1457.390
nav,1700000149.000,-1.851,-32.375,-1456.136
nav,1700000149.100,-1.357,-32.339,-1456.820
nav,1700000149.200,-1.471,-32.258,-1456.744
nav,1700000149.300,-1.205,-31.892,-1457.191
nav,1700000149.400,-0.984,-31.885,-1457.188
nav,1700000149.500,-1.321,-31.153,-1457.790
nav,1700000149.600,-0.586,-32.160,-1456.432
nav,1700000149.700,-1.052,-32.368,-1457.844
nav,1700000149.800,-0.238,-32.687,-1457.645
nav,1700000149.900,-1.276,-31.880,-1457.703
nav,1700000150.000,-0.744,-31.457,-1458.154
nav,1700000150.100,0.598,-32.351,-1456.746
nav,1700000150.200,0.775,-32.504,-1458.053
nav,1700000150.300,0.903,-32.131,-1457.726
nav,1700000150.400,1.436,-32.374,-1457.643
nav,1700000150.500,1.477,-31.595,-1457.815
nav,1700000150.600,1.056,-32.869,-1458.311
nav,1700000150.700,1.559,-32.069,-1457.792
nav,1700000150.800,2.120,-32.594,-1457.995
nav,1700000150.900,1.894,-32.352,-1457.208
nav,1700000151.000,2.454,-31.855,-1457.074
nav,1700000151.100,1.451,-32.004,-1457.835
nav,1700000151.200,1.943,-31.850,-1458.619
nav,1700000151.300,2.945,-31.471,-1457.976
nav,1700000151.400,1.874,-32.483,-1457.877
nav,1700000151.500,3.011,-33.347,-1457.585
nav,1700000151.600,3.268,-32.410,-1457.756
nav,1700000151.700,3.061,-32.344,-1458.122
nav,1700000151.800,4.491,-31.188,-1458.168
nav,1700000151.900,4.031,-31.604,-1459.024
nav,1700000152.000,4.322,-32.367,-1458.283
nav,1700000152.100,4.086,-31.749,-1458.430
nav,1700000152.200,2.863,-31.911,-1458.215
nav,1700000152.300,4.823,-32.051,-1457.762
nav,1700000152.400,4.956,-31.781,-1458.108
nav,1700000152.500,5.181,-32.449,-1459.897
nav,1700000152.600,4.961,-31.620,-1458.901
nav,1700000152.700,5.801,-31.926,-1458.128
nav,1700000152.800,5.452,-31.766,-1458.566
nav,1700000152.900,6.551,-32.853,-1459.095
nav,1700000153.000,6.424,-31.227,-1458.793
nav,1700000153.100,6.054,-31.621,-1458.525
nav,1700000153.200,6.220,-31.835,-1458.417
nav,1700000153.300,7.545,-31.629,-1459.032
nav,1700000153.400,6.773,-31.721,-1459.159
nav,1700000153.500,7.095,-32.529,-1458.499
nav,1700000153.600,6.630,-32.216,-1459.146
nav,1700000153.700,8.395,-32.211,-1459.575
nav,1700000153.800,7.325,-31.171,-1460.695
nav,1700000153.900,7.299,-30.634,-1459.040
nav,1700000154.000,7.447,-32.021,-1459.349
nav,1700000154.100,8.623,-31.080,-1459.235
nav,1700000154.200,8.130,-31.606,-1459.826
nav,1700000154.300,8.083,-32.880,-1460.306
nav,1700000154.400,8.352,-32.589,-1459.414
nav,1700000154.500,8.400,-33.572,-1460.139
nav,1700000154.600,8.964,-32.303,-1458.905
nav,1700000154.700,9.093,-31.560,-1459.721
nav,1700000154.800,9.579,-32.418,-1459.788
nav,1700000154.900,9.417,-31.915,-1459.923
nav,1700000155.000,9.528,-31.504,-1459.638
nav,1700000155.100,9.976,-31.927,-1459.941
nav,1700000155.200,9.966,-31.965,-1460.256
nav,1700000155.300,10.128,-32.811,-1460.172
nav,1700000155.400,11.083,-32.347,-1458.779
nav,1700000155.500,11.443,-31.348,-1459.688
nav,1700000155.600,12.126,-32.394,-1461.413
nav,1700000155.700,11.177,-31.721,-1460.104
nav,1700000155.800,11.738,-31.340,-1460.035
nav,1700000155.900,12.199,-32.470,-1460.821
nav,1700000156.000,12.807,-31.950,-1460.632
nav,1700000156.100,11.889,-32.325,-1460.721
nav,1700000156.200,11.758,-32.750,-1460.511
nav,1700000156.300,12.304,-31.446,-1460.314
nav,1700000156.400,12.933,-32.372,-1460.567
nav,1700000156.500,13.181,-31.642,-1460.601
nav,1700000156.600,13.740,-31.996,-1460.204
nav,1700000156.700,13.155,-32.906,-1460.513
nav,1700000156.800,13.963,-31.712,-1460.483
nav,1700000156.900,13.626,-32.403,-1460.464
nav,1700000157.000,14.213,-32.280,-1460.232
nav,1700000157.100,13.759,-32.292,-1460.015
nav,1700000157.200,14.834,-32.179,-1460.736
nav,1700000157.300,14.677,-33.373,-1461.380
nav,1700000157.400,14.775,-32.178,-1460.850
nav,1700000157.500,15.565,-32.161,-1461.549
nav,1700000157.600,15.362,-32.163,-1461.144
nav,1700000157.700,15.254,-30.879,-1462.233
nav,1700000157.800,15.406,-32.002,-1461.550
nav,1700000157.900,16.250,-31.593,-1461.230
nav,1700000158.000,15.865,-32.056,-1461.305
nav,1700000158.100,16.161,-32.094,-1461.173
nav,1700000158.200,16.777,-32.615,-1461.871
nav,1700000158.300,15.726,-31.567,-1461.266
nav,1700000158.400,17.053,-32.715,-1460.546
nav,1700000158.500,16.696,-31.916,-1461.057
nav,1700000158.600,16.707,-32.273,-1461.441
nav,1700000158.700,18.829,-31.849,-1460.774
nav,1700000158.800,18.203,-31.816,-1462.118
nav,1700000158.900,18.330,-32.749,-1460.869
nav,1700000159.000,18.100,-33.325,-1461.886
nav,1700000159.100,18.527,-32.119,-1461.405
nav,1700000159.200,17.975,-32.653,-1461.844
nav,1700000159.300,18.616,-32.174,-1461.241
nav,1700000159.400,18.375,-31.843,-1461.867
nav,1700000159.500,18.222,-32.660,-1461.941
nav,1700000159.600,20.191,-31.710,-1462.856
nav,1700000159.700,17.845,-31.633,-1462.088
nav,1700000159.800,20.171,-32.440,-1461.911
nav,1700000159.900,20.223,-32.224,-1462.345
nav,1700000160.000,20.013,-31.729,-1462.185
nav,1700000160.100,20.687,-32.231,-1462.888
nav,1700000160.200,21.388,-32.302,-1462.554
nav,1700000160.300,20.567,-31.966,-1462.510
nav,1700000160.400,20.791,-32.020,-1462.275
nav,1700000160.500,19.821,-31.060,-1462.482
nav,1700000160.600,21.490,-32.689,-1462.690
nav,1700000160.700,21.064,-31.265,-1462.793
nav,1700000160.800,21.979,-32.325,-1462.772
nav,1700000160.900,21.677,-31.358,-1463.537
nav,1700000161.000,21.342,-32.974,-1463.182
nav,1700000161.100,21.794,-32.807,-1463.051
nav,1700000161.200,21.393,-32.509,-1462.129
nav,1700000161.300,22.802,-31.906,-1463.277
nav,1700000161.400,22.032,-32.570,-1462.843
nav,1700000161.500,23.434,-31.549,-1462.552
nav,1700000161.600,22.831,-31.988,-1463.073
nav,1700000161.700,23.299,-30.981,-1463.839
nav,1700000161.800,23.483,-31.394,-1463.737
nav,1700000161.900,23.478,-32.265,-1463.162
nav,1700000162.000,23.202,-31.702,-1462.762
nav,1700000162.100,24.454,-32.435,-1463.098
nav,1700000162.200,23.950,-32.166,-1462.110
nav,1700000162.300,24.648,-32.594,-1463.142
nav,1700000162.400,24.124,-32.600,-1463.798
nav,1700000162.500,24.778,-31.532,-1463.034
nav,1700000162.600,25.461,-32.549,-1463.640
nav,1700000162.700,25.536,-32.314,-1463.554
nav,1700000162.800,25.821,-32.174,-1463.347
nav,1700000162.900,26.596,-32.086,-1462.916
nav,1700000163.000,26.280,-32.734,-1464.102
nav,1700000163.100,25.783,-32.427,-1463.641
nav,1700000163.200,26.707,-31.372,-1463.487
nav,1700000163.300,26.377,-33.041,-1463.651
nav,1700000163.400,26.813,-31.909,-1462.679
nav,1700000163.500,27.620,-31.607,-1464.258
nav,1700000163.600,26.944,-32.047,-1464.210
nav,1700000163.700,27.650,-31.822,-1464.412
nav,1700000163.800,28.198,-31.949,-1464.777
nav,1700000163.900,27.774,-31.859,-1463.472
nav,1700000164.000,27.831,-31.586,-1463.910
nav,1700000164.100,27.542,-32.708,-1463.487
nav,1700000164.200,28.998,-31.839,-1463.346
nav,1700000164.300,29.128,-31.658,-1464.594
nav,1700000164.400,29.666,-31.732,-1464.376
nav,1700000164.500,28.666,-31.872,-1465.064
nav,1700000164.600,29.550,-32.477,-1464.088
nav,1700000164.700,29.139,-32.132,-1464.697
nav,1700000164.800,29.519,-31.055,-1463.671
nav,1700000164.900,29.977,-32.013,-1463.986
nav,1700000165.000,30.565,-32.415,-1464.492
nav,1700000165.100,29.289,-31.438,-1463.465
nav,1700000165.200,30.440,-33.063,-1464.238
nav,1700000165.300,30.148,-32.332,-1464.274
nav,1700000165.400,30.927,-32.244,-1464.957
nav,1700000165.500,31.063,-32.205,-1465.231
nav,1700000165.600,31.034,-31.830,-1464.810
nav,1700000165.700,30.693,-31.505,-1466.135
nav,1700000165.800,31.377,-32.310,-1464.736
nav,1700000165.900,32.081,-31.437,-1465.211
nav,1700000166.000,32.293,-31.902,-1465.755
nav,1700000166.100,33.150,-32.719,-1464.734
nav,1700000166.200,32.595,-31.862,-1465.236
nav,1700000166.300,33.014,-32.780,-1465.066
nav,1700000166.400,32.518,-32.339,-1464.863
nav,1700000166.500,33.539,-32.172,-1464.731
nav,1700000166.600,33.225,-32.446,-1465.295
nav,1700000166.700,33.250,-32.348,-1464.996
nav,1700000166.800,33.717,-32.795,-1466.080
nav,1700000166.900,34.012,-32.408,-1465.148
nav,1700000167.000,34.390,-32.635,-1466.049
nav,1700000167.100,35.037,-31.824,-1465.597
nav,1700000167.200,33.933,-32.255,-1466.026
nav,1700000167.300,35.042,-32.388,-1464.928
nav,1700000167.400,34.600,-32.522,-1465.732
nav,1700000167.500,33.688,-32.060,-1465.648
nav,1700000167.600,35.612,-32.943,-1465.026
nav,1700000167.700,35.810,-31.374,-1465.678
nav,1700000167.800,36.107,-32.736,-1465.339
nav,1700000167.900,35.414,-32.826,-1466.301
nav,1700000168.000,36.003,-32.412,-1465.595
nav,1700000168.100,35.296,-33.064,-1465.140
nav,1700000168.200,36.852,-32.525,-1465.872
nav,1700000168.300,37.110,-31.790,-1465.840
nav,1700000168.400,37.348,-32.365,-1465.942
nav,1700000168.500,36.991,-32.136,-1466.196
nav,1700000168.600,37.236,-31.983,-1466.569
nav,1700000168.700,37.801,-32.488,-1466.198
nav,1700000168.800,37.452,-31.821,-1467.192
nav,1700000168.900,38.245,-32.338,-1465.566
nav,1700000169.000,37.761,-32.024,-1465.262
nav,1700000169.100,38.061,-31.381,-1466.243
nav,1700000169.200,38.608,-31.965,-1465.882
nav,1700000169.300,38.257,-32.492,-1466.669
nav,1700000169.400,38.850,-32.110,-1466.037
nav,1700000169.500,39.652,-32.488,-1466.803
nav,1700000169.600,38.482,-30.985,-1466.327
nav,1700000169.700,39.640,-32.670,-1466.523
nav,1700000169.800,39.855,-32.126,-1466.028
nav,1700000169.900,40.956,-32.474,-1467.120
nav,1700000170.000,39.561,-31.197,-1466.130
nav,1700000170.100,40.132,-31.982,-1467.103
nav,1700000170.200,40.845,-32.190,-1466.868
nav,1700000170.300,40.904,-32.094,-1466.898
nav,1700000170.400,40.805,-31.602,-1466.000
nav,1700000170.500,41.293,-31.598,-1466.966
nav,1700000170.600,40.846,-31.673,-1466.824
nav,1700000170.700,40.689,-32.164,-1466.993
nav,1700000170.800,41.345,-31.259,-1466.755
nav,1700000170.900,42.487,-31.868,-1466.997
nav,1700000171.000,41.532,-31.994,-1467.074
nav,1700000171.100,41.516,-32.270,-1467.284
nav,1700000171.200,42.607,-31.769,-1467.456
nav,1700000171.300,42.834,-32.091,-1468.643
nav,1700000171.400,42.558,-31.461,-1468.091
nav,1700000171.500,43.056,-31.207,-1467.673
nav,1700000171.600,43.201,-32.652,-1466.521
nav,1700000171.700,43.358,-31.977,-1466.700
nav,1700000171.800,43.931,-32.438,-1467.743
nav,1700000171.900,44.047,-32.312,-1468.521
nav,1700000172.000,43.973,-32.740,-1466.696
nav,1700000172.100,44.288,-32.453,-1467.896
nav,1700000172.200,43.455,-32.550,-1467.080
nav,1700000172.300,45.716,-31.637,-1467.677
nav,1700000172.400,44.584,-32.478,-1466.643
nav,1700000172.500,44.906,-30.942,-1467.018
nav,1700000172.600,44.330,-32.333,-1468.091
nav,1700000172.700,45.360,-32.030,-1466.301
nav,1700000172.800,45.061,-31.886,-1467.532
nav,1700000172.900,45.799,-31.945,-1468.405
nav,1700000173.000,46.053,-31.744,-1467.760
nav,1700000173.100,46.485,-31.294,-1467.497
nav,1700000173.200,46.436,-32.586,-1468.308
nav,1700000173.300,46.490,-31.874,-1468.288
nav,1700000173.400,46.332,-32.594,-1468.916
nav,1700000173.500,46.883,-32.735,-1468.633
nav,1700000173.600,47.003,-32.668,-1467.984
nav,1700000173.700,47.770,-32.275,-1468.434
nav,1700000173.800,47.869,-32.357,-1468.648
nav,1700000173.900,48.398,-31.558,-1467.997
nav,1700000174.000,48.463,-32.989,-1467.663
nav,1700000174.100,48.396,-31.495,-1468.187
nav,1700000174.200,48.424,-32.138,-1468.238
nav,1700000174.300,48.444,-31.566,-1469.256
nav,1700000174.400,48.529,-30.978,-1468.817
nav,1700000174.500,48.881,-32.441,-1468.377
nav,1700000174.600,48.832,-32.093,-1468.162
nav,1700000174.700,49.051,-31.606,-1468.216
nav,1700000174.800,50.127,-31.930,-1467.048
nav,1700000174.900,50.327,-31.838,-1469.147
nav,1700000175.000,49.951,-31.287,-1467.895
nav,1700000175.100,50.939,-31.607,-1469.419
nav,1700000175.200,50.644,-32.621,-1469.575
nav,1700000175.300,50.720,-31.738,-1468.421
nav,1700000175.400,51.049,-31.734,-1469.405
nav,1700000175.500,50.948,-32.754,-1469.955
nav,1700000175.600,51.570,-32.377,-1468.558
nav,1700000175.700,51.954,-32.310,-1468.739
nav,1700000175.800,51.269,-32.923,-1469.013
nav,1700000175.900,51.565,-32.220,-1468.128
nav,1700000176.000,51.237,-31.809,-1469.653
nav,1700000176.100,52.654,-31.851,-1469.006
nav,1700000176.200,51.928,-32.383,-1468.772
nav,1700000176.300,53.485,-31.760,-1469.725
nav,1700000176.400,52.969,-30.786,-1469.265
nav,1700000176.500,53.731,-32.370,-1469.378
nav,1700000176.600,53.510,-31.801,-1469.780
nav,1700000176.700,52.995,-31.506,-1468.841
nav,1700000176.800,54.356,-31.098,-1469.409
nav,1700000176.900,53.644,-31.325,-1469.160
nav,1700000177.000,53.509,-32.517,-1469.310
nav,1700000177.100,54.111,-32.013,-1469.060
nav,1700000177.200,54.780,-31.335,-1470.601
nav,1700000177.300,54.727,-31.653,-1470.439
nav,1700000177.400,54.473,-32.420,-1469.704
nav,1700000177.500,55.814,-30.989,-1470.162
nav,1700000177.600,55.463,-31.721,-1469.600
nav,1700000177.700,55.599,-31.848,-1468.990
nav,1700000177.800,56.151,-32.530,-1469.475
nav,1700000177.900,56.246,-31.843,-1469.346
nav,1700000178.000,56.094,-31.900,-1469.891
nav,1700000178.100,55.191,-32.040,-1470.325
nav,1700000178.200,55.807,-31.283,-1469.778
nav,1700000178.300,56.585,-32.282,-1469.921
nav,1700000178.400,57.296,-32.413,-1470.110
nav,1700000178.500,57.434,-32.968,-1470.176
nav,1700000178.600,56.985,-32.067,-1470.437
nav,1700000178.700,57.469,-31.038,-1470.387
nav,1700000178.800,57.746,-31.003,-1470.539
nav,1700000178.900,58.707,-31.997,-1469.411
nav,1700000179.000,58.375,-31.846,-1470.374
nav,1700000179.100,57.888,-31.962,-1469.931
nav,1700000179.200,58.393,-32.158,-1470.544
nav,1700000179.300,59.096,-31.387,-1470.790
nav,1700000179.400,58.466,-31.810,-1469.732
nav,1700000179.500,59.573,-32.626,-1470.666
nav,1700000179.600,58.735,-32.134,-1469.770
nav,1700000179.700,58.689,-32.809,-1471.025
nav,1700000179.800,59.744,-31.690,-1470.430
nav,1700000179.900,60.388,-32.882,-1470.093
nav,1700000180.000,59.844,-31.634,-1471.387
nav,1700000180.100,59.802,-31.882,-1470.185
nav,1700000180.200,58.807,-31.985,-1471.344
nav,1700000180.300,59.653,-31.611,-1470.196
nav,1700000180.400,58.932,-31.536,-1470.197
nav,1700000180.500,58.178,-31.694,-1470.436
nav,1700000180.600,58.671,-32.605,-1470.481
nav,1700000180.700,58.000,-32.089,-1471.011
nav,1700000180.800,58.758,-32.313,-1471.371
nav,1700000180.900,58.249,-31.497,-1469.922
nav,1700000181.000,57.246,-31.842,-1471.647
nav,1700000181.100,58.309,-32.469,-1471.478
nav,1700000181.200,57.305,-32.038,-1471.017
nav,1700000181.300,57.642,-32.003,-1471.881
nav,1700000181.400,57.564,-32.026,-1470.672
nav,1700000181.500,56.646,-32.801,-1471.307
nav,1700000181.600,57.448,-31.920,-1471.427
nav,1700000181.700,56.165,-31.121,-1471.880
nav,1700000181.800,56.037,-31.715,-1472.330
nav,1700000181.900,56.837,-31.688,-1470.989
nav,1700000182.000,56.279,-32.081,-1472.007
nav,1700000182.100,55.730,-32.488,-1471.270
nav,1700000182.200,56.003,-31.262,-1471.364
nav,1700000182.300,55.862,-32.149,-1471.825
nav,1700000182.400,55.437,-32.193,-1471.488
nav,1700000182.500,54.469,-32.441,-1471.342
nav,1700000182.600,55.243,-32.493,-1471.361
nav,1700000182.700,54.334,-31.992,-1471.024
nav,1700000182.800,54.804,-31.602,-1470.815
nav,1700000182.900,53.848,-32.493,-1472.167
nav,1700000183.000,53.873,-33.177,-1471.946
nav,1700000183.100,53.528,-31.608,-1471.702
nav,1700000183.200,53.300,-31.705,-1471.553
nav,1700000183.300,53.016,-32.247,-1473.063
nav,1700000183.400,52.655,-32.371,-1471.950
nav,1700000183.500,52.527,-32.257,-1472.635
nav,1700000183.600,52.886,-31.787,-1471.858
nav,1700000183.700,52.606,-32.771,-1472.405
nav,1700000183.800,52.196,-32.202,-1472.093
nav,1700000183.900,52.913,-31.594,-1472.660
nav,1700000184.000,52.339,-31.680,-1472.605
nav,1700000184.100,52.224,-32.080,-1472.943
nav,1700000184.200,51.828,-31.892,-1472.387
nav,1700000184.300,51.381,-32.360,-1472.004
nav,1700000184.400,51.178,-31.917,-1472.166
nav,1700000184.500,50.423,-32.447,-1473.484
nav,1700000184.600,51.082,-32.606,-1472.349
nav,1700000184.700,50.785,-31.699,-1473.052
nav,1700000184.800,50.367,-31.165,-1471.628
nav,1700000184.900,50.694,-31.831,-1473.023
nav,1700000185.000,50.359,-32.079,-1472.275
nav,1700000185.100,49.484,-32.086,-1472.508
nav,1700000185.200,49.723,-31.753,-1472.915
nav,1700000185.300,48.728,-31.188,-1471.416
nav,1700000185.400,49.424,-32.662,-1473.082
nav,1700000185.500,49.255,-31.329,-1473.336
nav,1700000185.600,48.738,-31.902,-1472.332
nav,1700000185.700,48.428,-32.782,-1472.488
nav,1700000185.800,48.962,-32.041,-1472.631
nav,1700000185.900,47.963,-32.423,-1472.355
nav,1700000186.000,48.194,-31.755,-1472.151
nav,1700000186.100,47.273,-32.276,-1472.858
nav,1700000186.200,47.318,-31.608,-1473.065
nav,1700000186.300,46.904,-31.967,-1472.920
nav,1700000186.400,47.667,-31.803,-1472.809
nav,1700000186.500,47.160,-32.094,-1473.431
nav,1700000186.600,46.944,-32.167,-1472.262
nav,1700000186.700,47.271,-31.684,-1472.952
nav,1700000186.800,46.356,-32.631,-1473.283
nav,1700000186.900,46.251,-31.885,-1472.974
nav,1700000187.000,46.461,-32.346,-1473.584
nav,1700000187.100,46.525,-31.615,-1473.471
nav,1700000187.200,45.546,-32.051,-1473.294
nav,1700000187.300,45.636,-30.733,-1473.248
nav,1700000187.400,45.531,-32.843,-1473.619
nav,1700000187.500,45.614,-31.799,-1475.604
nav,1700000187.600,45.137,-31.041,-1474.441
nav,1700000187.700,45.360,-33.386,-1473.007
nav,1700000187.800,44.396,-33.175,-1473.286
nav,1700000187.900,44.775,-31.818,-1473.250
nav,1700000188.000,43.794,-32.931,-1473.230
nav,1700000188.100,44.675,-31.435,-1474.603
nav,1700000188.200,42.843,-32.423,-1474.438
nav,1700000188.300,43.422,-31.803,-1474.389
