# timestamp,sensor,value,x,y,z
43.400,temperature,4.598728,15.276,-3.323,-99.108
43.500,turbidity,1.875959,15.208,-3.119,-99.164
43.500,h2s,4.395134,15.208,-3.119,-99.164
43.600,temperature,4.774131,15.140,-2.914,-99.219
43.750,turbidity,1.862611,15.037,-2.605,-99.303
43.800,temperature,4.750439,15.002,-2.502,-99.331
44.000,temperature,4.847027,14.863,-2.088,-99.442
44.000,turbidity,1.813167,14.863,-2.088,-99.442
44.000,h2s,4.860513,14.863,-2.088,-99.442
44.000,ph,7.658893,14.863,-2.088,-99.442
44.200,temperature,4.965085,14.722,-1.672,-99.553
44.250,turbidity,1.924130,14.686,-1.568,-99.581
44.400,temperature,5.082940,14.579,-1.255,-99.665
44.500,turbidity,1.852367,14.507,-1.046,-99.721
44.500,h2s,5.038663,14.507,-1.046,-99.721
44.600,temperature,5.066314,14.435,-0.837,-99.777
44.750,turbidity,1.917740,14.326,-0.523,-99.860
44.800,temperature,5.107757,14.289,-0.419,-99.888
45.000,temperature,5.168931,14.142,-0.000,-100.000
45.000,turbidity,2.172026,14.142,-0.000,-100.000
45.000,h2s,4.954512,14.142,-0.000,-100.000
45.000,ph,7.609518,14.142,-0.000,-100.000
45.200,temperature,5.224464,13.993,0.419,-100.112
45.250,turbidity,1.553238,13.956,0.523,-100.140
45.400,temperature,5.206970,13.843,0.837,-100.223
45.500,turbidity,2.279196,13.767,1.046,-100.279
45.500,h2s,4.824549,13.767,1.046,-100.279
45.600,temperature,5.284815,13.691,1.255,-100.335
45.750,turbidity,2.285095,13.576,1.568,-100.419
45.800,temperature,5.284102,13.538,1.672,-100.447
46.000,temperature,5.208405,13.383,2.088,-100.558
46.000,turbidity,1.973471,13.383,2.088,-100.558
46.000,h2s,5.001497,13.383,2.088,-100.558
46.000,ph,7.615757,13.383,2.088,-100.558
46.200,temperature,5.288996,13.226,2.502,-100.669
46.250,turbidity,2.081610,13.187,2.605,-100.697
46.400,temperature,5.161638,13.068,2.914,-100.781
46.500,turbidity,1.731129,12.989,3.119,-100.836
46.500,h2s,5.195010,12.989,3.119,-100.836
46.600,temperature,5.169398,12.909,3.323,-100.892
46.750,turbidity,2.103476,12.789,3.629,-100.975
46.800,temperature,5.080908,12.748,3.730,-101.003
47.000,temperature,5.020513,12.586,4.135,-101.113
47.000,turbidity,1.700597,12.586,4.135,-101.113
47.000,h2s,4.666905,12.586,4.135,-101.113
47.000,ph,7.632989,12.586,4.135,-101.113
47.200,temperature,4.858513,12.423,4.536,-101.224
47.250,turbidity,1.090560,12.382,4.635,-101.251
47.400,temperature,4.808681,12.258,4.933,-101.334
47.500,turbidity,2.234244,12.175,5.130,-101.389
47.500,h2s,4.955021,12.175,5.130,-101.389
47.600,temperature,4.770650,12.092,5.327,-101.444
47.750,turbidity,1.500962,11.966,5.619,-101.526
47.800,temperature,4.756409,11.924,5.716,-101.554
48.000,temperature,4.630184,11.756,6.101,-101.663
48.000,turbidity,1.737360,11.756,6.101,-101.663
48.000,h2s,4.477943,11.756,6.101,-101.663
48.000,ph,7.701424,11.756,6.101,-101.663
48.200,temperature,4.507007,11.586,6.481,-101.772
48.250,turbidity,1.763654,11.543,6.576,-101.800
48.400,temperature,4.458172,11.414,6.856,-101.881
48.500,turbidity,1.787888,11.328,7.042,-101.935
48.500,h2s,3.706250,11.328,7.042,-101.935
48.600,temperature,4.384754,11.242,7.226,-101.990
48.750,turbidity,1.593419,11.111,7.500,-102.071
48.800,temperature,4.235340,11.068,7.591,-102.098
49.000,temperature,4.149460,10.893,7.949,-102.205
49.000,turbidity,1.617317,10.893,7.949,-102.205
49.000,h2s,3.489685,10.893,7.949,-102.205
49.000,ph,7.754458,10.893,7.949,-102.205
49.200,temperature,4.046634,10.717,8.301,-102.312
49.250,turbidity,1.392158,10.672,8.388,-102.339
49.400,temperature,3.944032,10.539,8.646,-102.419
49.500,turbidity,0.968761,10.450,8.817,-102.472
49.500,h2s,3.013177,10.450,8.817,-102.472
49.600,temperature,3.814295,10.361,8.985,-102.525
49.750,turbidity,1.354022,10.226,9.235,-102.605
49.800,temperature,3.719135,10.181,9.317,-102.631
50.000,temperature,3.703219,10.000,9.642,-102.736
50.000,turbidity,1.490409,10.000,9.642,-102.736
50.000,h2s,2.808981,10.000,9.642,-102.736
50.000,ph,7.787949,10.000,9.642,-102.736
50.200,temperature,3.640514,9.818,9.959,-102.841
50.250,turbidity,0.961758,9.772,10.037,-102.867
50.400,temperature,3.488633,9.635,10.268,-102.945
50.500,turbidity,1.269759,9.543,10.420,-102.997
50.500,h2s,2.538747,9.543,10.420,-102.997
50.600,temperature,3.407460,9.451,10.570,-103.049
50.750,turbidity,1.718755,9.312,10.790,-103.126
50.800,temperature,3.254682,9.266,10.863,-103.152
51.000,temperature,3.173589,9.080,11.147,-103.254
51.000,turbidity,1.089059,9.080,11.147,-103.254
51.000,h2s,1.868351,9.080,11.147,-103.254
51.000,ph,7.835361,9.080,11.147,-103.254
51.200,temperature,3.271783,8.893,11.423,-103.356
51.250,turbidity,1.062622,8.846,11.491,-103.381
51.400,temperature,3.101682,8.705,11.690,-103.457
51.500,turbidity,0.566122,8.610,11.820,-103.507
51.500,h2s,1.952034,8.610,11.820,-103.507
51.600,temperature,2.927092,8.516,11.948,-103.557
51.750,turbidity,0.672722,8.373,12.135,-103.632
51.800,temperature,3.137556,8.326,12.197,-103.657
52.000,temperature,2.933263,8.135,12.436,-103.756
52.000,turbidity,0.722693,8.135,12.436,-103.756
52.000,h2s,1.727472,8.135,12.436,-103.756
52.000,ph,7.868925,8.135,12.436,-103.756
52.200,temperature,2.831305,7.943,12.665,-103.854
52.250,turbidity,1.105648,7.895,12.721,-103.878
52.400,temperature,2.865738,7.750,12.884,-103.952
52.500,turbidity,0.630919,7.654,12.990,-104.000
52.500,h2s,1.285635,7.654,12.990,-104.000
52.600,temperature,2.854901,7.557,13.094,-104.048
52.750,turbidity,0.318522,7.411,13.244,-104.120
52.800,temperature,2.806433,7.362,13.293,-104.144
53.000,temperature,2.778493,7.167,13.482,-104.239
53.000,turbidity,0.971824,7.167,13.482,-104.239
53.000,h2s,1.541986,7.167,13.482,-104.239
53.000,ph,7.892659,7.167,13.482,-104.239
53.200,temperature,2.648473,6.971,13.660,-104.334
53.250,turbidity,0.616444,6.922,13.703,-104.357
53.400,temperature,2.729804,6.775,13.828,-104.427
53.500,turbidity,0.355845,6.676,13.908,-104.474
53.500,h2s,1.110309,6.676,13.908,-104.474
53.600,temperature,2.701759,6.577,13.985,-104.520
53.750,turbidity,1.005485,6.429,14.095,-104.589
53.800,temperature,2.675258,6.379,14.131,-104.611
54.000,temperature,2.588607,6.180,14.266,-104.702
54.000,turbidity,0.666328,6.180,14.266,-104.702
54.000,h2s,1.194028,6.180,14.266,-104.702
54.000,ph,7.947305,6.180,14.266,-104.702
54.200,temperature,2.532921,5.981,14.390,-104.792
54.250,turbidity,0.909704,5.931,14.419,-104.815
54.400,temperature,2.505897,5.781,14.502,-104.881
54.500,turbidity,-17.276682,5.680,14.554,-104.925
54.500,h2s,0.615553,5.680,14.554,-104.925
54.600,temperature,2.429238,5.580,14.604,-104.969
54.750,turbidity,0.129952,5.429,14.672,-105.035
54.800,temperature,2.461562,5.378,14.694,-105.056
55.000,temperature,2.351430,5.176,14.772,-105.142
55.000,turbidity,0.618730,5.176,14.772,-105.142
55.000,h2s,1.078789,5.176,14.772,-105.142
55.000,ph,7.926722,5.176,14.772,-105.142
55.200,temperature,2.371033,4.974,14.839,-105.227
55.250,turbidity,0.736449,4.923,14.854,-105.248
55.400,temperature,2.453431,4.771,14.894,-105.311
55.500,turbidity,0.991846,4.669,14.918,-105.353
55.500,h2s,0.876120,4.669,14.918,-105.353
55.600,temperature,2.415462,4.567,14.938,-105.394
55.750,turbidity,0.147107,4.414,14.963,-105.456
55.800,temperature,2.426697,4.363,14.970,-105.476
56.000,temperature,2.441506,4.158,14.991,-105.557
56.000,turbidity,1.014252,4.158,14.991,-105.557
56.000,h2s,0.580708,4.158,14.991,-105.557
56.000,ph,7.959721,4.158,14.991,-105.557
56.200,temperature,2.416225,3.953,15.000,-105.637
56.250,turbidity,1.533863,3.902,15.000,-105.657
56.400,temperature,2.403715,3.748,14.997,-105.716
56.500,turbidity,0.799170,3.645,14.991,-105.755
56.500,h2s,0.793904,3.645,14.991,-105.755
56.600,temperature,2.377514,3.542,14.982,-105.793
56.750,turbidity,1.244227,3.387,14.963,-105.851
56.800,temperature,2.338172,3.335,14.956,-105.870
57.000,temperature,2.308561,3.129,14.918,-105.945
57.000,turbidity,0.196460,3.129,14.918,-105.945
57.000,h2s,0.993678,3.129,14.918,-105.945
57.000,ph,7.947444,3.129,14.918,-105.945
57.200,temperature,2.340947,2.922,14.868,-106.019
57.250,turbidity,0.573285,2.870,14.854,-106.038
57.400,temperature,2.359831,2.714,14.807,-106.092
57.500,turbidity,0.290007,2.611,14.772,-106.128
57.500,h2s,0.568871,2.611,14.772,-106.128
57.600,temperature,2.363494,2.507,14.734,-106.164
57.750,turbidity,0.477220,2.351,14.672,-106.217
57.800,temperature,2.404331,2.299,14.650,-106.235
58.000,temperature,2.350509,2.091,14.554,-106.304
58.000,turbidity,0.586846,2.091,14.554,-106.304
58.000,h2s,0.560724,2.091,14.554,-106.304
58.000,ph,7.978414,2.091,14.554,-106.304
58.200,temperature,2.385842,1.882,14.447,-106.372
58.250,turbidity,1.266767,1.830,14.419,-106.389
58.400,temperature,3.727877,1.674,14.329,-106.439
58.500,turbidity,0.691844,1.569,14.266,-106.472
58.500,h2s,0.638023,1.569,14.266,-106.472
58.600,temperature,2.315483,1.465,14.200,-106.505
58.750,turbidity,1.005544,1.308,14.095,-106.553
58.800,temperature,2.289805,1.256,14.059,-106.569
59.000,temperature,2.427700,1.047,13.908,-106.632
59.000,turbidity,0.548944,1.047,13.908,-106.632
59.000,h2s,0.697638,1.047,13.908,-106.632
59.000,ph,7.995501,1.047,13.908,-106.632
59.200,temperature,2.386891,0.838,13.745,-106.694
59.250,turbidity,0.515954,0.785,13.703,-106.709
59.400,temperature,2.314960,0.628,13.572,-106.755
59.500,turbidity,0.205627,0.524,13.482,-106.784
59.500,h2s,0.887005,0.524,13.482,-106.784
59.600,temperature,2.323855,0.419,13.389,-106.814
59.750,turbidity,1.265320,0.262,13.244,-106.857
59.800,temperature,2.482618,0.209,13.195,-106.872
60.000,temperature,2.346758,0.000,12.990,-106.928
60.000,turbidity,1.125083,0.000,12.990,-106.928
60.000,h2s,0.814039,0.000,12.990,-106.928
60.000,ph,7.899237,0.000,12.990,-106.928
60.200,temperature,2.475631,-0.209,12.776,-106.983
60.250,turbidity,0.761348,-0.262,12.721,-106.997
60.400,temperature,2.414514,-0.419,12.551,-107.037
60.500,turbidity,0.626431,-0.524,12.436,-107.064
60.500,h2s,0.711557,-0.524,12.436,-107.064
60.600,temperature,2.326978,-0.628,12.317,-107.090
60.750,turbidity,0.729993,-0.785,12.135,-107.128
60.800,temperature,2.396376,-0.838,12.073,-107.141
61.000,temperature,2.466632,-1.047,11.820,-107.190
61.000,turbidity,0.309972,-1.047,11.820,-107.190
61.000,h2s,0.839371,-1.047,11.820,-107.190
61.000,ph,7.934501,-1.047,11.820,-107.190
61.200,temperature,2.346118,-1.256,11.558,-107.239
61.250,turbidity,0.857264,-1.308,11.491,-107.250
61.400,temperature,2.415231,-1.465,11.286,-107.285
61.500,turbidity,1.124188,-1.569,11.147,-107.308
61.500,h2s,1.156133,-1.569,11.147,-107.308
61.600,temperature,2.422301,-1.674,11.006,-107.331
61.750,turbidity,1.147625,-1.830,10.790,-107.364
61.800,temperature,2.490589,-1.882,10.717,-107.375
62.000,temperature,2.496014,-2.091,10.420,-107.417
62.000,turbidity,0.263742,-2.091,10.420,-107.417
62.000,h2s,0.984342,-2.091,10.420,-107.417
62.000,ph,7.934799,-2.091,10.420,-107.417
62.200,temperature,2.510749,-2.299,10.115,-107.459
62.250,turbidity,1.062141,-2.351,10.037,-107.469
62.400,temperature,2.505945,-2.507,9.801,-107.498
62.500,turbidity,0.346964,-2.611,9.642,-107.518
62.500,h2s,0.881385,-2.611,9.642,-107.518
62.600,temperature,2.526852,-2.714,9.480,-107.536
62.750,turbidity,0.104639,-2.870,9.235,-107.564
62.800,temperature,2.450703,-2.922,9.152,-107.573
63.000,temperature,2.537076,-3.129,8.817,-107.608
63.000,turbidity,1.093384,-3.129,8.817,-107.608
63.000,h2s,0.896756,-3.129,8.817,-107.608
63.000,ph,7.934749,-3.129,8.817,-107.608
63.200,temperature,2.607485,-3.335,8.475,-107.642
63.250,turbidity,0.608253,-3.387,8.388,-107.650
63.400,temperature,2.546146,-3.542,8.126,-107.675
63.500,turbidity,1.056041,-3.645,7.949,-107.690
63.500,h2s,1.024611,-3.645,7.949,-107.690
63.600,temperature,2.522760,-3.748,7.770,-107.705
63.750,turbidity,1.031255,-3.902,7.500,-107.727
63.800,temperature,2.535765,-3.953,7.409,-107.735
64.000,temperature,2.638658,-4.158,7.042,-107.762
64.000,turbidity,0.993725,-4.158,7.042,-107.762
64.000,h2s,1.197107,-4.158,7.042,-107.762
64.000,ph,7.928093,-4.158,7.042,-107.762
64.200,temperature,2.457273,-4.363,6.670,-107.789
64.250,turbidity,0.805079,-4.414,6.576,-107.795
64.400,temperature,2.711967,-4.567,6.292,-107.813
64.500,turbidity,0.418274,-4.669,6.101,-107.825
64.500,h2s,0.903332,-4.669,6.101,-107.825
64.600,temperature,2.493358,-4.771,5.909,-107.837
64.750,turbidity,0.700438,-4.923,5.619,-107.853
64.800,temperature,2.580612,-4.974,5.522,-107.858
65.000,temperature,2.542920,-5.176,5.130,-107.878
65.000,turbidity,1.219566,-5.176,5.130,-107.878
65.000,h2s,1.211939,-5.176,5.130,-107.878
65.000,ph,7.904495,-5.176,5.130,-107.878
65.200,temperature,2.627349,-5.378,4.735,-107.897
65.250,turbidity,1.089798,-5.429,4.635,-107.902
65.400,temperature,2.637423,-5.580,4.335,-107.914
65.500,turbidity,0.719846,-5.680,4.135,-107.922
65.500,h2s,1.042826,-5.680,4.135,-107.922
65.600,temperature,2.611152,-5.781,3.933,-107.930
65.750,turbidity,0.715795,-5.931,3.629,-107.940
65.800,temperature,2.594254,-5.981,3.527,-107.944
66.000,temperature,2.512301,-6.180,3.119,-107.956
66.000,turbidity,0.978194,-6.180,3.119,-107.956
66.000,h2s,1.064450,-6.180,3.119,-107.956
66.000,ph,7.967995,-6.180,3.119,-107.956
66.200,temperature,2.575456,-6.379,2.708,-107.967
66.250,turbidity,0.833484,-6.429,2.605,-107.970
66.400,temperature,2.581078,-6.577,2.295,-107.976
66.500,turbidity,0.727243,-6.676,2.088,-107.981
66.500,h2s,1.545706,-6.676,2.088,-107.981
66.600,temperature,2.528083,-6.775,1.880,-107.984
66.750,turbidity,0.940977,-6.922,1.568,-107.989
66.800,temperature,2.591426,-6.971,1.464,-107.990
67.000,temperature,2.575255,-7.167,1.046,-107.995
67.000,turbidity,0.925077,-7.167,1.046,-107.995
67.000,h2s,1.138737,-7.167,1.046,-107.995
67.000,ph,7.929287,-7.167,1.046,-107.995
67.200,temperature,2.539925,-7.362,0.628,-107.998
67.250,turbidity,0.577929,-7.411,0.523,-107.999
67.400,temperature,2.543832,-7.557,0.209,-108.000
67.500,turbidity,0.865558,-7.654,0.000,-108.000
67.500,h2s,0.864791,-7.654,0.000,-108.000
67.600,temperature,2.515133,-7.750,-0.209,-108.000
67.750,turbidity,0.884626,-7.895,-0.523,-107.999
67.800,temperature,2.433542,-7.943,-0.628,-107.998
68.000,temperature,2.528634,-8.135,-1.046,-107.995
68.000,turbidity,0.745948,-8.135,-1.046,-107.995
68.000,h2s,0.987712,-8.135,-1.046,-107.995
68.000,ph,7.950418,-8.135,-1.046,-107.995
68.200,temperature,2.361235,-8.326,-1.464,-107.990
68.250,turbidity,-1.983268,-8.373,-1.568,-107.989
68.400,temperature,2.487377,-8.516,-1.880,-107.984
68.500,turbidity,0.247851,-8.610,-2.088,-107.981
68.500,h2s,1.040133,-8.610,-2.088,-107.981
68.600,temperature,2.391661,-8.705,-2.295,-107.976
68.750,turbidity,1.184073,-8.846,-2.605,-107.970
68.800,temperature,2.458287,-8.893,-2.708,-107.967
69.000,temperature,2.443076,-9.080,-3.119,-107.956
69.000,turbidity,0.306357,-9.080,-3.119,-107.956
69.000,h2s,0.912918,-9.080,-3.119,-107.956
69.000,ph,7.960740,-9.080,-3.119,-107.956
69.200,temperature,2.426005,-9.266,-3.527,-107.944
69.250,turbidity,0.659455,-9.312,-3.629,-107.940
69.400,temperature,2.430163,-9.451,-3.933,-107.930
69.500,turbidity,0.626696,-9.543,-4.135,-107.922
69.500,h2s,0.309896,-9.543,-4.135,-107.922
69.600,temperature,2.434623,-9.635,-4.335,-107.914
69.750,turbidity,0.777965,-9.772,-4.635,-107.902
69.800,temperature,2.333085,-9.818,-4.735,-107.897
70.000,temperature,2.377410,-10.000,-5.130,-107.878
70.000,turbidity,0.261461,-10.000,-5.130,-107.878
70.000,h2s,0.086200,-10.000,-5.130,-107.878
70.000,ph,7.931773,-10.000,-5.130,-107.878
70.200,temperature,2.298219,-10.181,-5.522,-107.858
70.250,turbidity,0.551698,-10.226,-5.619,-107.853
70.400,temperature,2.320508,-10.361,-5.909,-107.837
70.500,turbidity,0.398202,-10.450,-6.101,-107.825
70.500,h2s,0.573114,-10.450,-6.101,-107.825
70.600,temperature,2.336465,-10.539,-6.292,-107.813
70.750,turbidity,0.738663,-10.672,-6.576,-107.795
70.800,temperature,2.232057,-10.717,-6.670,-107.789
71.000,temperature,2.142424,-10.893,-7.042,-107.762
71.000,turbidity,0.745415,-10.893,-7.042,-107.762
71.000,h2s,0.602734,-10.893,-7.042,-107.762
71.000,ph,7.963622,-10.893,-7.042,-107.762
71.200,temperature,2.198289,-11.068,-7.409,-107.735
71.250,turbidity,0.420741,-11.111,-7.500,-107.727
71.400,temperature,2.285888,-11.242,-7.770,-107.705
71.500,turbidity,0.921996,-11.328,-7.949,-107.690
71.500,h2s,0.530478,-11.328,-7.949,-107.690
71.600,temperature,2.165500,-11.414,-8.126,-107.675
71.750,turbidity,0.770157,-11.543,-8.388,-107.650
71.800,temperature,2.256923,-11.586,-8.475,-107.642
72.000,temperature,2.146991,-11.756,-8.817,-107.608
72.000,turbidity,0.237004,-11.756,-8.817,-107.608
72.000,h2s,0.325697,-11.756,-8.817,-107.608
72.000,ph,7.993284,-11.756,-8.817,-107.608
72.200,temperature,2.170131,-11.924,-9.152,-107.573
72.250,turbidity,0.074440,-11.966,-9.235,-107.564
72.400,temperature,2.169843,-12.092,-9.480,-107.536
72.500,turbidity,0.503584,-12.175,-9.642,-107.518
72.500,h2s,0.503041,-12.175,-9.642,-107.518
72.600,temperature,0.949915,-12.258,-9.801,-107.498
72.750,turbidity,0.696518,-12.382,-10.037,-107.469
72.800,temperature,2.090216,-12.423,-10.115,-107.459
73.000,temperature,2.176438,-12.586,-10.420,-107.417
73.000,turbidity,0.320329,-12.586,-10.420,-107.417
73.000,h2s,0.553357,-12.586,-10.420,-107.417
73.000,ph,8.012808,-12.586,-10.420,-107.417
73.200,temperature,2.082752,-12.748,-10.717,-107.375
73.250,turbidity,0.597314,-12.789,-10.790,-107.364
73.400,temperature,2.182536,-12.909,-11.006,-107.331
73.500,turbidity,0.507823,-12.989,-11.147,-107.308
73.500,h2s,-0.007027,-12.989,-11.147,-107.308
73.600,temperature,2.044104,-13.068,-11.286,-107.285
73.750,turbidity,1.057637,-13.187,-11.491,-107.250
73.800,temperature,2.185305,-13.226,-11.558,-107.239
74.000,temperature,2.144407,-13.383,-11.820,-107.190
74.000,turbidity,0.193797,-13.383,-11.820,-107.190
74.000,h2s,-0.048929,-13.383,-11.820,-107.190
74.000,ph,7.982310,-13.383,-11.820,-107.190
74.200,temperature,2.044321,-13.538,-12.073,-107.141
74.250,turbidity,0.802745,-13.576,-12.135,-107.128
74.400,temperature,2.097906,-13.691,-12.317,-107.090
74.500,turbidity,0.779884,-13.767,-12.436,-107.064
74.500,h2s,0.326675,-13.767,-12.436,-107.064
74.600,temperature,2.080715,-13.843,-12.551,-107.037
74.750,turbidity,0.519886,-13.956,-12.721,-106.997
74.800,temperature,2.093502,-13.993,-12.776,-106.983
75.000,temperature,2.121812,-14.142,-12.990,-106.928
75.000,turbidity,-0.030279,-14.142,-12.990,-106.928
75.000,h2s,0.385764,-14.142,-12.990,-106.928
75.000,ph,7.965586,-14.142,-12.990,-106.928
75.200,temperature,1.965310,-14.289,-13.195,-106.872
75.250,turbidity,0.592669,-14.326,-13.244,-106.857
75.400,temperature,2.133597,-14.435,-13.389,-106.814
75.500,turbidity,0.133583,-14.507,-13.482,-106.784
75.500,h2s,0.106521,-14.507,-13.482,-106.784
75.600,temperature,7.097674,-14.579,-13.572,-106.755
75.750,turbidity,1.149425,-14.686,-13.703,-106.709
75.800,temperature,2.158068,-14.722,-13.745,-106.694
76.000,temperature,2.047006,-14.863,-13.908,-106.632
76.000,turbidity,0.512985,-14.863,-13.908,-106.632
76.000,h2s,-0.185013,-14.863,-13.908,-106.632
76.000,ph,7.982165,-14.863,-13.908,-106.632
76.200,temperature,2.063825,-15.002,-14.059,-106.569
76.250,turbidity,1.139800,-15.037,-14.095,-106.553
76.400,temperature,2.010402,-15.140,-14.200,-106.505
76.500,turbidity,0.589854,-15.208,-14.266,-106.472
76.500,h2s,0.197785,-15.208,-14.266,-106.472
76.600,temperature,2.148544,-15.276,-14.329,-106.439
76.750,turbidity,0.363751,-15.377,-14.419,-106.389
76.800,temperature,2.011591,-15.410,-14.447,-106.372
77.000,temperature,2.088168,-15.543,-14.554,-106.304
77.000,turbidity,0.931167,-15.543,-14.554,-106.304
77.000,h2s,0.265675,-15.543,-14.554,-106.304
77.000,ph,7.987471,-15.543,-14.554,-106.304
77.200,temperature,2.117421,-15.674,-14.650,-106.235
77.250,turbidity,0.660677,-15.706,-14.672,-106.217
77.400,temperature,2.090878,-15.803,-14.734,-106.164
77.500,turbidity,1.273461,-15.867,-14.772,-106.128
77.500,h2s,0.132597,-15.867,-14.772,-106.128
77.600,temperature,2.070039,-15.931,-14.807,-106.092
77.750,turbidity,0.353838,-16.025,-14.854,-106.038
77.800,temperature,2.056478,-16.056,-14.868,-106.019
78.000,temperature,1.987775,-16.180,-14.918,-105.945
78.000,turbidity,0.943676,-16.180,-14.918,-105.945
78.000,h2s,0.383234,-16.180,-14.918,-105.945
78.000,ph,7.987285,-16.180,-14.918,-105.945
78.200,temperature,2.137855,-16.303,-14.956,-105.870
78.250,turbidity,1.249985,-16.333,-14.963,-105.851
78.400,temperature,2.063970,-16.423,-14.982,-105.793
78.500,turbidity,0.962015,-16.483,-14.991,-105.755
78.500,h2s,0.245397,-16.483,-14.991,-105.755
78.600,temperature,2.051782,-16.542,-14.997,-105.716
78.750,turbidity,0.766437,-16.629,-15.000,-105.657
78.800,temperature,1.996640,-16.658,-15.000,-105.637
79.000,temperature,2.054634,-16.773,-14.991,-105.557
79.000,turbidity,0.965200,-16.773,-14.991,-105.557
79.000,h2s,0.053233,-16.773,-14.991,-105.557
79.000,ph,7.978100,-16.773,-14.991,-105.557
79.200,temperature,2.049525,-16.887,-14.970,-105.476
79.250,turbidity,0.513397,-16.915,-14.963,-105.456
79.400,temperature,2.142606,-16.998,-14.938,-105.394
79.500,turbidity,0.295846,-17.053,-14.918,-105.353
79.500,h2s,0.073938,-17.053,-14.918,-105.353
79.600,temperature,2.054119,-17.107,-14.894,-105.311
79.750,turbidity,0.387022,-17.188,-14.854,-105.248
79.800,temperature,2.056760,-17.215,-14.839,-105.227
80.000,temperature,2.001621,-17.321,-14.772,-105.142
80.000,turbidity,0.566596,-17.321,-14.772,-105.142
80.000,h2s,0.194840,-17.321,-14.772,-105.142
80.000,ph,7.966810,-17.321,-14.772,-105.142
80.200,temperature,2.019830,-17.424,-14.694,-105.056
80.250,turbidity,0.786135,-17.450,-14.672,-105.035
80.400,temperature,2.084297,-17.526,-14.604,-104.969
80.500,turbidity,0.318214,-17.576,-14.554,-104.925
80.500,h2s,0.129761,-17.576,-14.554,-104.925
80.600,temperature,1.971222,-17.626,-14.502,-104.881
80.750,turbidity,0.450134,-17.700,-14.419,-104.815
80.800,temperature,2.112398,-17.724,-14.390,-104.792
81.000,temperature,2.116207,-17.820,-14.266,-104.702
81.000,turbidity,0.342886,-17.820,-14.266,-104.702
81.000,h2s,-0.125297,-17.820,-14.266,-104.702
81.000,ph,7.971880,-17.820,-14.266,-104.702
81.200,temperature,2.025228,-17.914,-14.131,-104.611
81.250,turbidity,0.848341,-17.937,-14.095,-104.589
81.400,temperature,2.087556,-18.006,-13.985,-104.520
81.500,turbidity,1.141125,-18.052,-13.908,-104.474
81.500,h2s,0.261285,-18.052,-13.908,-104.474
81.600,temperature,2.137838,-18.097,-13.828,-104.427
81.750,turbidity,0.258675,-18.163,-13.703,-104.357
81.800,temperature,2.070325,-18.185,-13.660,-104.334
82.000,temperature,2.064789,-18.271,-13.482,-104.239
82.000,turbidity,0.727997,-18.271,-13.482,-104.239
82.000,h2s,0.122899,-18.271,-13.482,-104.239
82.000,ph,7.980507,-18.271,-13.482,-104.239
82.200,temperature,2.074814,-18.355,-13.293,-104.144
82.250,turbidity,0.898470,-18.376,-13.244,-104.120
82.400,temperature,2.102127,-18.437,-13.094,-104.048
82.500,turbidity,0.505946,-18.478,-12.990,-104.000
82.500,h2s,0.171125,-18.478,-12.990,-104.000
82.600,temperature,2.063062,-18.517,-12.884,-103.952
82.750,turbidity,0.160053,-18.576,-12.721,-103.878
82.800,temperature,2.079795,-18.596,-12.665,-103.854
83.000,temperature,2.119460,-18.672,-12.436,-103.756
83.000,turbidity,0.951698,-18.672,-12.436,-103.756
83.000,h2s,0.070542,-18.672,-12.436,-103.756
83.000,ph,8.003331,-18.672,-12.436,-103.756
83.200,temperature,2.088149,-18.746,-12.197,-103.657
83.250,turbidity,0.150852,-18.764,-12.135,-103.632
83.400,temperature,2.061056,-18.818,-11.948,-103.557
83.500,turbidity,1.058399,-18.853,-11.820,-103.507
83.500,h2s,0.603080,-18.853,-11.820,-103.507
83.600,temperature,2.033587,-18.888,-11.690,-103.457
83.750,turbidity,0.369479,-18.939,-11.491,-103.381
83.800,temperature,2.136347,-18.955,-11.423,-103.356
84.000,temperature,2.204266,-19.021,-11.147,-103.254
84.000,turbidity,0.125715,-19.021,-11.147,-103.254
84.000,h2s,0.449840,-19.021,-11.147,-103.254
84.000,ph,8.006584,-19.021,-11.147,-103.254
84.200,temperature,2.172775,-19.085,-10.863,-103.152
84.250,turbidity,0.456696,-19.100,-10.790,-103.126
84.400,temperature,2.106706,-19.146,-10.570,-103.049
84.500,turbidity,0.596339,-19.176,-10.420,-102.997
84.500,h2s,0.731731,-19.176,-10.420,-102.997
84.600,temperature,2.136292,-19.206,-10.268,-102.945
84.750,turbidity,0.664636,-19.249,-10.037,-102.867
84.800,temperature,2.169215,-19.263,-9.959,-102.841
85.000,temperature,2.289760,-19.319,-9.642,-102.736
85.000,turbidity,0.810716,-19.319,-9.642,-102.736
85.000,h2s,0.362821,-19.319,-9.642,-102.736
85.000,ph,7.979938,-19.319,-9.642,-102.736
85.200,temperature,2.306298,-19.372,-9.317,-102.631
85.250,turbidity,0.707321,-19.385,-9.235,-102.605
85.400,temperature,2.312687,-19.423,-8.985,-102.525
85.500,turbidity,1.186128,-19.447,-8.817,-102.472
85.500,h2s,0.603439,-19.447,-8.817,-102.472
85.600,temperature,2.246324,-19.472,-8.646,-102.419
85.750,turbidity,0.621955,-19.507,-8.388,-102.339
85.800,temperature,2.414294,-19.518,-8.301,-102.312
86.000,temperature,2.236372,-19.563,-7.949,-102.205
